외국어연수평가원,중국어듣는사람,0,"['나 저번 여름에 들음!', '빡쎄지만 수료 못한 사람은 없다고 들음!', '같이 들었던 친구한테 ㅋㅋ']"
중국현당대문학사 신감각그거 답뭐임?,못썻다 ㅅㅂ,0,"['몰라시벌 존나 시간 촉박해', '마지막에 존나 아무말 씨부림', 'ㄹㅇ 초반에 넉넉한줄앛거 개깝싸다가 막판에 시간 ㅈㄴ 부족해서 당황함', '답지에 뭐라고 씨부렸는지도 모르게씀.. 절평믿는다 진짜 ㅠㅠㅠㅠㅠ', 'ㅅㅂ 인정 마지막 문제 몰라서 걍 아무거나 적음ㅋㅋㅋㅋㅌㅋ', '현대주의', '학생발표에 있었어. 처음에 교수님내용 보다가 없어서 당황함...', '시벌 학생발표에 있다고? 신시기는 잇는데 창작방법이 어디에 나와잇어? ㅠ', '있었음 너 못썼엉..? ㄱㅊ 난 다른거 못씀^^', '다른건 다 썼는데 진짜 뒤져도 이건 못찾겟어서 못씀 ㅎ 시바 내 눈에만 안보이나바!', '아 마지막문제 ㅈ망함', '나도 ㅅㅂ ㅠㅠ', '존나 개서리씨부림 타이핑하면서 아내가뭘하는거지 이생각함 ㅅㅂ ㅜㅜㅜ', '혹시몇점이야', '나 에이쁠 왜?']"
데이터중국어,나이스!!!!,0,"['에쁠??', 'ㅇㅇ!', '나도 에쁠 나왔다 ㅎㅎ', '너두? 야나두!', '나두!', '야나두~!']"
오승렬 교수님 중국대외경제관계론,"시험 준비 문제 2개가 중간이랑 거의 똑같은 거 같은데, 이거 다들 중간이랑 다르게 준비하시나요..?
그냥 문장 자체가 변화가 없는 수준이라..ㅋㅋㅋㅋㅋㅋㅋ",0,"['일단 안내신다고 생각하고 다른 문제 위주로 보는데, 이거 내셔도 문제네요.. 교수님의 의도를 전혀 모르겠는,,,😂', '그래서 걍 준비안해써여..ㅎ', '그냥 두개 빼고 준비하고 있어요 ㅠㅠ']"
이시국에 부모님중에 한분이 중국에 계시는데,"자꾸 오라고 하시는데 갈꺼임? 갔다오면 너 2주 자가격리해야함(방학때 다닐라 했던 학원이나 자격증 같은거 다 어그러짐) 그래도 갈꺼임?
(단증따야해서 체육관 등록하고 다니는 상태+언어학원2개정도 다닐라했음)",0,"['부모님뵙는사유로 중국방문하는게 가능하긴해? 중국입국이랑 이동존나빡세던데', '몰라...그냥 나보고 무작정 오래...자가격리하먄되지 않냐고...아...', '비자를 아마 못받을거야.. 가기 힘들걸 중국한국에서 자가격리만 4주해야되고..ㅋㅋㅋ 무리지', 'ㄴㄴ', '나라면.. 죽어도 안 갈듯', '절대 안가지']"
중국현당대문학사 김영명 교수님,"셤 어렵니...?
오픈북이라 손 놨다.....",0,"['피피티 그대로 나와서 잘 찾을 수 있게 준비만 해놓으면 되요!!', '허걱수 고마워요!!!!!']"
중국대중매체연구,시험문제 얼마나 어렵게 나오나요.. 지금 시작합니다 하하,0,['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대체 뭐가나올지 모르겟어요ㅠ 뭐 교수님이 수업을 하셨어야죠.... 허허']
혹시 이거 뭔지 아는 사람 있어??,"인스타에서 먹방 보면 중국 초코 디저트?같던데 엄청 많이 보여ㅋㅋㅋㅋ그래서 무슨 맛인지 궁금해가지고 찾아보려고 해도 이름을 몰라ㅠㅠㅠ파는 데도 국내엔 없는 것 같고...
이거 먹어본 사람 있니..ㅋㅋㅋㅋ 아님 이름 아는 사람...?",0,"['오..새로운 정보다 고마워ㅠㅠㅠ', 'ㅋㅋㅋㅋ아냐아냐 찾아봤는데 비슷해', '테린느 종류 아님?']"
인기있는 국가 남성을 골라보자,ㄱㄱ,0,"['평균 외모일 리는 없지만 일단 베트남...', '근데 한국은 왜 없서', ""'사진으로만' 보면 중국"", '중국 얼굴에 몽골 몸매면 세계 뿌셨겠다...']"
우리학교 이렇게 되면 서성한외 가능하다,"왼쪽은 정원, 오른쪽은 정시선발인원
서대, 아대, 동유럽, 국지대 이런 곳 광역하면 여러 부작용들이 있겠지만 소수어과들은 처음부터 저렇게 정원의 20%만 정시TO로 남기고 나머지 수시로 선발하고 이 모집단위들은 중앙대처럼 정시 성적으로 과를 정하는 방향으로 가는게 맞다고 생각함. 이렇게 된다면 반수, 부적응 인원을 최소한으로 줄일 수 있을 거라고 생각함.
특히 영중일은 1단과대-1학부 체제로 가서 기존에 교류과목 있으니까 그 과목들을 학부 공통과목으로 채택하고 2학년 때 세부전공으로 들어가는 방식으로 하는 게 생각해봤을 때 괜찮을 것 같아! LD, LT처럼 공공정책, 금융회계학부를 신설해서 다군으로 보내면 외대가 다군 황제 자리를 먹고, 공대에 화공, 기계공 신설, AI융합대학이 설치된다면 이공계열도 충분히 국숭 라인 위까지 따라잡을 수 있을 듯! 기존 글스산에 테크노아트학부를 만들어서 예체능계열 학과도 만들어서 다양한 학문을 할 수 있는 곳이라는 이미지를 주고 싶었어!
.
영어대학 100명/40명(광역모집 다군)-인문I
영어학부(영어공학, 영문학, 영어통번역학)
.
중국학대학 80명/32명(광역모집 다군)-인문I
중국학부(언어문화, 외교통상)
.
일본학대학 60명/24명(광역모집 다군)-인문I
일본학부(언어문화, 외교통상)
.
서양어대학 310명/100명(광역모집 나군)-인문I
독일학부 50명/20명
프랑스학부 50명/20명
스페인학부 50명/20명
러시아학부 40명/16명
네덜란드어과 30명/6명
이탈리아어과 30명/6명
포르투갈어과 30명/6명
스칸디나비어어과 30명/6명
.
아시아언어문화대학 240명/74명(광역모집 나군)-인문I
베트남어과 30명/12명
마인어과 30명/12명
태국어과 30명/12명
인도어과 30명/6명
아랍어과 40명/16명
이란어과 30명/6명
터키어과 30명/6명
몽골어과 20명/4명
.
사범대학 100명
영어교육과 30명/9명(학과모집 나군)-인문I
한국어교육과 25명/8명(학과모집 나군)-인문I
중국어교육과 15명/4명(학과모집 가군)-인문I
불어교육과 15명/4명(학과모집 가군)-인문I
독어교육과 15명/4명(학과모집 가군)-인문I
.
사회과학대학 210명/64명(광역모집 가군)-인문II
행정학과 50명/20명
정치외교학과 50명/20명
미디어커뮤니케이션학부 60명/24명
공공정책학과 50명/20명(학과모집 다군)-인문II
.
경영대학 255명
금융회계학부 50명/20명(학과모집 다군)-인문II
경영학부 205명/90명(학과모집 다군)-인문II
.
상경대학 160명/64명(광역모집 가군)-인문II
국제통상학과 60명/24명
경제학부 100명/40명
.
국제대학 90명/27명(광역모집 가군)-인문II
국제학부 60명/18명
국제한국학과 30명/9명
.
LD학부 40명/12명(학과모집 나군)-인문II
LT학부 30명/9명(학과모집 가군)-인문II
KFL학부 1명
.
인문대학 90명/27명(광역모집 나군)-인문I
철학과 30명/9명
사학과 30명/9명
언어인지과학과 30명/9명
.
동유럽학대학 170명/34명(광역모집 가군)-인문I
폴란드어과 30명/6명
루마니아어과 30명/6명
체코슬로바키아어과 30명/6명
헝가리어과 30명/6명
세르비아크로아티아어과 30명/6명
우크라이나어과 20명/4명
.
국제지역대학 110명/27명(광역모집 가군)-인문I
그리스불가리아학과 30명/6명
중앙아시아학과 30명/6명
아프리카학부 50명/15명
.
융합대학 270명
GBT학부 70명/28명(학과모집 다군)-인문II
융합인재학부 100명/40명(학과모집 다군)-인문II
글로벌스포츠산업학부 50명/10명(학과모집 다군)-인문II
테크노아트학부 50명/10명(학과모집 다군)-인문II
.
자연과학대학 270명/135명(광역모집 나군)-자연II
수학과 40명/20명
통계학과 40명/20명
전자물리학과 40명/20명
환경학과 50명/25명
생명공학과 50명/25명
화학과 50명/25명
.
공과대학 481명/241명(광역모집 나군)-자연I
전자전기공학부 161명/81명
화학공학부 130명/65명
기계공학부 120명/60명
산업경영공학과 70명/35명
.
AI융합대학 310명/105명(광역모집 다군)-자연I
정보통신공학과 60명/30명
컴퓨터공학과 100명/50명
소프트웨어학부 50명/25명
바이오메디컬공학부 100명/50명(학과모집 다군)-자연I
.
반영비 4개(국/수/영/탐)
인문I 35/25/10/30
인문II 35/35/10/20
자연I 20/40/10/30
자연II 25/40/10/25
.
총 인원 3377명
서울캠퍼스 1676명+글로벌캠퍼스 1701명
정시 모집인원 1352명(정원대비 40%)
서울캠퍼스 605명+글로벌캠퍼스 747명",42,"['이야 너 대단하다', '우앙 좋은거같다 ..', '광역모집은 이미 실패한 사례가 있음', '초치지마ㅠ그땐 외대만 광역했었고 지금은 이대랑 중대도 한다... 시립대는 사탐 물보정 오지게 때리고^^ 경희대는 수만훌라훌라', '외대만 이미 그때 광역모집 실패했다고 사기 꺾여서 입학처 아무것도 안하는 것 같음', '아니야 광역모집 도입하려고 교수협의회에서 이번에 얘기했는데 교수들 반대가 심한 것 같아. 근데 장기적으로 보면 도입해야한다는 필요성을 입학처에서 하고 있고 총장도 적극 동의함.', '쓰니를 입학처로', '입학처에 제안해줘 plz..', '광역모집 왜안해진짜 ㅠ입학처에 알리자', '광여그로 했다가 망한적 있다던데 다른 대학교들도 광역하고 오히려 떨어짐', '통번역대학은 사라지는것 인가.. ? ㅠ', '소수어과보단 특수어과라는 말이 더 적절한 것 같아!!!', '난 특수어과들 정시티오 줄이는거 찬성. 난 사실 특수어과는 전부 수시로 뽑아도 좋다고 생각해!', '나도 인정 인기과만 정시로 뽑자', '건설적인 토론 너무 좋아요🥰', '인문1으로 모집하는 과를 다 한 군에 몰아넣어야지 이런 식으로 하면 가나다군 추합 돌아서 펑크뚤려', '내가 광역으로 들어왔는데 광역은 학과 분위기 자체를 망침 정시생 수시생 편 갈리기 쉽고 과 행정하기도 힘들고 특히 같은 단과대 내 비인기학과는 진짜 죽어나는길', '근데 광역모집이 입결상승의 비결이 될거란 근거는 뭐야.,,?', '단과대 안의 인기과 기준으로 입결향상을 기대할 수 있음 가령 사과대를 광역모집하면 미컴 정외 행정 입결 따로따로이던게 미컴 기준으로 입결이 짜여짐', '오...!']"
중국 근현대사 관련 중드 있어?,추천받구싶어오,0,"['히익', '?', '그 때 배경으로만! 헌 드라마 하나 아는뎅...', '헉 댓쓴아.. 추천받을수있을까.. 너는 빛..', '许你浮生若梦인데 아마 배경이 민국시대인걸로 알고있어 그 중에서도 일본이 중국 먹으려고 할때쯤?.', '근데 난 여기서 어떤 남배우 하나가 연기 너무 못해서 좀 거슬렸어...', '보고왔는데 설정은 너무 내 취향인듯 ㅠㅠ 하.. 발연기 참을 수 있길..', '정말 고마워. 덕분에 방학 재밌게 보낼 것 깉아', '上海滩']"
와 중국은 마스크 안쓰고 다니는사람 꽤 많다,위챗 중국학생들 글 올리는거보고 경악을 금치못함.....중국인들 한국오는거 무슨수를 쓰더라도 막아야될텐데ㅠㅠ,0,"['거기 그냥 코로나 끝남. 가끔 나오면 전면봉쇄', '중국은 코로나 종식선언했잖아', '그걸믿는구나', '믿는게 아니라; 정치적 쇼든 진짜든 어쨌든 종식 선언을 했으니까 그러고 다닌다는거지 그걸 누가 믿어 ㅋㅋ']"
통상중국어..후..,....,0,['1회독도 못함...^^']
이거 알고있었던사람?,"대학저널 이원지 기자

한국외국어대학교(총장 김인철)는 8일, 글로벌캠퍼스 총장실에서 세계최대의 B2B온라인 쇼핑몰을 운영하는 알리바바닷컴과 협약을 체결했다.


이번 협약을 통해 한국외대와 알리바바닷컴은 ‘글로벌 전자상거래 인재 양성 프로그램(the Global E-commerce Talents Program)’을 공동으로 운영할 예정이다. 교육 커리큘럼과 운영은 한국외대 GBT(Global Business & Technology)학부와 알리바바닷컴이 함께 마련하며 스마트정보화 시대를 이끌 기술을 이용한 경영마인드 함양을 목표로 교육을 진행한다.


학생들은 알리바바의 전자상거래 시스템 개요부터 사용법 판매 실습 등 전반적인 전자상거래의 활용법을 배우게 되며 GET 프로그램을 이수한 학생에게는 알리바바닷컴의 파트너사나 주요 납품 제휴 업체인 골드서플라이어 회사로 인턴 및 취업연계를 지원하여 직접 해외 무역 실무를 실습해보는 기회도 제공된다.


또한, 알리바바닷컴은 한국외대 창업보육센터 입주 기업 및 한국외대 재학생들을 대상으로 ‘창업 및 산학 협력 경진대회’를 개최하고 우승팀을 중국 항저우의 알리바바 그룹 본사로 초청해 명예증서를 수여한다.


알리바바 코리아 황매영(HUANG MEIYING) 대표는 협약식에서 ""국제화 1위 대학인 한국외대와 협약을 맺고 글로벌 E-commerce과정을 운영하게 되어 기쁘다. 앞으로도 좋은 파트너로서 산학협력을 이어나갔으면 좋겠다""고 말했다.",40,"['학교에 대한 애정은 진짜 넘치시는 분인 거 같음... 학생에 대한 애정이 없어서 그렇지', '멍청이들!', '어머나 총장님. 귀하신 분이 이렇게 누추한(?) 에타에 걸음하시다니..', '익명 56은 어디갔누', '꼬였냐', '와 나 지비티 갈래', '중국어대도 껴주 ㅓ...', '집티 수업 중에 이거 있엉']"
원혜련교수님 수업,진짜뭐니? 내일 통상중국어 시험은 대체 어떻게 나올까;하,0,['통중 진짜 감 안잡혀 .. 그냥 교재랑 자료 읽는중 ㅜㅜ']
중국어 전공자분들,"이거 방부제인가용 아니면 먹는건가요?
케이스 주문했는데 같이 와서 방부제인가 싶기도 한데 milk sachet이라고 된거 보면 우유 봉지? 뭔지 잘 모르겠어요ㅠㅠ",0,"['먹으면 안되는거라고 적혀있아요', '알려주셔서 감사합니다!ㅎㅎㅎ', 'Niu nai xiang dai 방향제인거같아용 (탈취제)', '역시 외대..외뽕에 취하게 되네요 알려주셔서 감사해용!!', '아닙ㅈ니다', '비식용품이라고 써잇서뇨', '감사해요 덕분에 안먹게되네용ㅎㅎ', '샤쉐면 그 방향제 같은 거예요!!', '아아 원래 방향제이군요! 알려주셔서 감사합니다ㅎㅎ', '우유향방향제같은데용', '그렇군용 알려주셔서 감사해요ㅎㅎ']"
중국비교경제,4번 쓰다말았는데............,0,[]
중국현당대,뭔가 겨우 찾고 꾸역꾸역 냈다;,0,"['ㄹㅇ ㅋㅋㅋ 근데 단답 서술형은 글자 기준도 없어서 애매했어', '그냥 대애충 2줄 넘어가면 됨 ㅋㅋㅋㅋㅋㅋㅋ', '시간 압박 있긴 하더라 ㅋㅋㅋ 30초 전에 제출 누름', '오 나도... 뭔가 내 답안지에 진전은 없는데 그냥 계속 붙잡고 있었음', '시험어려워뜸?', '그냥 양 많았던거 빼고 난이도는 무난해', '임원빈 겨수님 시험 ??', 'ㄴㄴ김영명ㄱ쓔님']"
"중국통상법규 들으시는 분들 ,,ㅠㅠㅠ","서술형 한문제당 몇페이지정도 쓰셨나요 그냥 딱 한페이지만 써도 되겠죠..
그리고 약술형 시험범위는...........혹시 학생 발표 이전도 포함인가요...아시는 분 계신가요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ죽겠슴니다",0,"['전 딱 한페이지씩 썼어요!! 여러모로 참 힘든 수업......^^', '9주차부터 15주차요! 저는 2장씩 썼어요 발표내용 정리한거 토대로 + 자료조사 조금', '전 3페이지 적었어요... 다시는 만나고 싶지 않은 교수님이에요']"
